sender,recipient,date,end date
"Henslow, J. S.",Unknown,1847-01-05,1847-01-05
"Whewell, William","Henslow, J. S.",1847-08-14,1847-08-14
"Buckland, William","Henslow, J. S.",1847-11-12,1847-11-12
"Smith, Charles Roach","Henslow, J. S.",1847-11-23,1847-11-23
"Sedgwick, Adam","Henslow, J. S.",1848-01-01,1848-01-01
"Henslow, J. S.","Martin, Thomas",1848-07-01,1848-07-01
"Henslow, J. S.","Bowerbank, James Scott",1848-10-20,1848-10-20
"Henslow, J. S.","Turner, Dawson",1848-10-29,1848-10-29
"Henslow, J. S.","Smyth, William Henry",1848-12-22,1848-12-22
"Henslow, J. S.","Smyth, William Henry",1849-01-03,1849-01-03
"Henslow, J. S.","Smyth, William Henry",1849-01-03,1849-01-03
"Henslow, J. S.","Bowerbank, James Scott",1849-01-05,1849-01-05
"Henslow, J. S.","Whewell, William",1849-02-12,1849-02-12
"Henslow, J. S.","Whewell, William",1849-03-05,1849-03-05
"Whewell, William","Henslow, J. S.",1849-03-19,1849-03-19
"Phillips, John","Henslow, J. S.",1849-04-24,1849-04-24
"Phillips, John","Henslow, J. S.",1849-04-24,1849-04-24
"Phillips, John","Henslow, J. S.",1849-04-24,1849-04-24
"Henslow, J. S.","Jenyns, Leonard",1849-07-28,1849-07-28
"Henslow, J. S.","Herschel, Sir J. F. W.",1849-11-10,1849-11-10
"Henslow, J. S.",Unknown,1849-12-08,1849-12-08
"Henslow, J. S.",Unknown,1849-12-08,1849-12-08
"Sedgwick, Adam","Henslow, J. S.",1849-12-23,1849-12-23
"Hibgame, Edward","Henslow, J. S.",1849-12-31,1849-12-31
"Henslow, J. S.","Hill, Rowland",1850-02-28,1850-02-28
"Romilly, Joseph","Henslow, J. S.",1850-04-08,1850-04-08
"Henslow, J. S.","Sedgwick, Adam",1850-05-28,1850-05-28
"Sedgwick, Adam","Henslow, J. S.",1850-07-02,1850-07-02
"Zinoke, Barham","Henslow, J. S.",1850-07-19,1850-07-19
"Zinoke, Barham","Henslow, J. S.",1850-07-19,1850-07-19
"Romilly, Joseph","Henslow, J. S.",1850-08-29,1850-08-29
"Henslow, J. S.","Parker Hammond II, W.",1850-10-19,1850-10-19
"Almack, Richard","Henslow, J. S.",1851-01-23,1851-01-23
"Owen, Richard","Henslow, J. S.",1851-09-19,1851-09-19
"Henslow, J. S.","Jenyns, Leonard",1851-11-15,1851-11-15
"Henslow, J. S.","Dale, J. C.",1851-12-29,1851-12-29
"Henslow, J. S.","Dale, J. C.",1851-12-29,1851-12-29
"Henslow, J. S.","Smith, Charles Roach",1852-03-25,1852-03-25
"Horner, Leonard","Henslow, J. S.",1852-08-08,1852-08-08
"Moseley, Henry","Henslow, J. S.",1852-09-23,1852-09-23
"Longman, Thomas","Henslow, J. S.",1852-11-01,1852-11-01
"Henslow, J. S.","Sedgwick, Adam",1852-11-27,1852-11-27
"Wollaston, T.V.","Henslow, J. S.",1852-12-31,1852-12-31
"Henslow, J. S.","Martin, Thomas",1853-04-22,1853-04-22
"Henslow, J. S.","Martin, Thomas",1853-06-22,1853-06-22
"Henslow, J. S.","Gould, John.",1853-08-01,1853-08-01
"Henslow, J. S.","Martin, Thomas",1853-08-25,1853-08-25
"Henslow, J. S.","Gould, John.",1853-09-29,1853-09-29
"Miller, W. H.","Henslow, J. S.",1853-10-25,1853-10-25
"Wood, Searles Valentine  ","Henslow, J. S.",1853-11-27,1853-11-27
"Henslow, J. S.","Fitch, William Stevenson",1853-12-21,1853-12-21
"Thirlwall, Connop","Henslow, J. S.",1854-01-15,1854-01-15
"Henslow, J. S.","Whewell, William",1854-02-02,1854-02-02
"Henslow, J. S.","Martin, Thomas",1854-02-08,1854-02-08
"Henslow, J. S.","Martin, Thomas",1854-02-08,1854-02-08
"Latham, R. G.","Henslow, J. S.",1854-03-01,1854-03-01
"Henslow, J. S.","Gould, John.",1854-06-21,1854-06-21
"Henslow, J. S.","Gould, John.",1854-06-26,1854-06-26
"Henslow, J. S.","Martin, Thomas",1854-07-25,1854-07-25
"Smith, Charles Roach","Henslow, J. S.",1854-10-03,1854-10-03
"Henslow, J. S.","Balfour, J. H.",1854-10-21,1854-10-21
"Henslow, J. S.","Yates, James",1854-11-29,1854-11-29
"Henslow, J. S.","Yates, James",1854-11-29,1854-11-29
"Bowerbank, James Scott","Henslow, J. S.",1855-02-05,1855-02-05
"Spence, William","Henslow, J. S.",1855-02-26,1855-02-26
"Prestwich, Joseph","Henslow, J. S.",1855-05-18,1855-05-18
"Henslow, J. S.",Lester,1855-06-25,1855-06-25
"Henslow, J. S.",Lester,1855-06-25,1855-06-25
"Jenyns, Leonard","Henslow, J. S.",1855-06-27,1855-06-27
"Prestwich, Joseph","Henslow, J. S.",1855-07-02,1855-07-02
"Henslow, J. S.","Martin, Thomas",1855-07-11,1855-07-11
"Smith, Charles Roach","Henslow, J. S.",1855-08-01,1855-08-01
"Brodie, Sir B.","Henslow, J. S.",1855-08-03,1855-08-03
"Brodie, Sir B.","Henslow, J. S.",1855-08-03,1855-08-03
"Brodie, Sir B.","Henslow, J. S.",1855-08-24,1855-08-24
"Henslow, J. S.","Martin, Thomas",1855-08-27,1855-08-27
"Spence, William","Henslow, J. S.",1855-09-28,1855-09-28
"Henslow, J. S.","Martin, Thomas",1855-10-12,1855-10-12
"Horner, Leonard","Henslow, J. S.",1855-12-03,1855-12-03
"Miller, W. H.","Henslow, J. S.",1856-02-28,1856-02-28
"Smith, Charles Roach","Henslow, J. S.",1856-03-15,1856-03-15
"Smith, Charles Roach","Henslow, J. S.",1856-03-15,1856-03-15
"Henslow, J. S.","Gray, J. E.",1856-03-21,1856-03-21
"Henslow, J. S.","Gray, J. E.",1856-03-21,1856-03-21
"Horner, Leonard","Henslow, J. S.",1856-04-13,1856-04-13
"Carpenter, William B.","Henslow, J. S.",1856-04-18,1856-04-18
"Henslow, J. S.","Martin, Thomas",1856-07-26,1856-07-26
"Carpenter, William B.","Henslow, J. S.",1856-07-30,1856-07-30
"Belper, Lord","Henslow, J. S.",1856-08-29,1856-08-29
"Belper, Lord","Henslow, J. S.",1856-08-29,1856-08-29
"Henslow, J. S.","Belper, Lord",1856-09-01,1856-09-01
"Belper, Lord","Henslow, J. S.",1856-09-06,1856-09-06
"Belper, Lord","Henslow, J. S.",1856-09-06,1856-09-06
"Spence, William","Henslow, J. S.",1856-09-11,1856-09-11
"Belper, Lord","Henslow, J. S.",1856-09-14,1856-09-14
"Spence, William","Henslow, J. S.",1856-09-25,1856-09-25
"Campbell, W.","Henslow, J. S.",1856-10-20,1856-10-20
"Henslow, J. S.","Gould, John.",1856-10-28,1856-10-28
"Bunbury, C. J. F.","Henslow, J. S.",1856-11-10,1856-11-10
"Bunbury, C. J. F.","Henslow, J. S.",1856-11-10,1856-11-10
"Henslow, J. S.","Martin, Thomas",1857-02-10,1857-02-10
"Henslow, J. S.","Masters, M. T.",1857-03-12,1857-03-12
"Henslow, J. S.","Whewell, William",1857-04-07,1857-04-07
"Hohenacker, R. F.","Henslow, J. S.",1857-07-03,1857-07-03
"Longman, Thomas","Henslow, J. S.",1857-09-01,1857-09-01
"Spence, William","Henslow, J. S.",1857-09-11,1857-09-11
"Spence, William","Henslow, J. S.",1857-09-11,1857-09-11
"Spence, William","Henslow, J. S.",1857-09-18,1857-09-18
"Reeve, Lovell","Henslow, J. S.",1857-09-19,1857-09-19
"Reeve, Lovell","Henslow, J. S.",1857-09-19,1857-09-19
"Reeve, Lovell","Henslow, J. S.",1857-09-19,1857-09-19
"Reeve, Lovell","Henslow, J. S.",1857-09-19,1857-09-19
"Bunbury, Sir H.","Henslow, J. S.",1857-09-24,1857-09-24
"Colchester, William","Henslow, J. S.",1857-11-27,1857-11-27
"Hooker, William Jackson","Henslow, J. S.",1857-12-20,1857-12-20
"Carpenter, William B.","Henslow, J. S.",1857-12-27,1857-12-27
"Henslow, J. S.","Eyton, Thomas Campbell",1858-04-20,1858-04-20
"Henslow, J. S.","Eyton, Thomas Campbell",1858-06-08,1858-06-08
"Henslow, J. S.","Eyton, Thomas Campbell",1858-06-08,1858-06-08
"Prestwich, Joseph","Henslow, J. S.",1858-09-03,1858-09-03
"Brodie, Sir B.","Henslow, J. S.",1858-11-04,1858-11-04
"Henslow, J. S.","Sedgwick, Adam",1858-12-27,1858-12-27
"Stainton, H. T.","Henslow, J. S.",1859-03-04,1859-03-04
"Miller, W. H.","Henslow, J. S.",1859-04-09,1859-04-09
"Henslow, J. S.","Whewell, William",1859-04-30,1859-04-30
"Watson, H. C.","Henslow, J. S.",1859-07-04,1859-07-04
"Sedgwick, Adam","Henslow, J. S.",1859-07-12,1859-07-12
"Sedgwick, Adam","Henslow, J. S.",1859-07-12,1859-07-12
"Henslow, J. S.",Unknown,1859-07-16,1859-07-16
"Jenyns, Leonard","Henslow, J. S.",1859-07-27,1859-07-27
"Jenyns, Leonard","Henslow, J. S.",1859-07-27,1859-07-27
"Henslow, J. S.","Cullum, Lady",1859-08-21,1859-08-21
"Spence, William","Henslow, J. S.",1859-09-05,1859-09-05
"Henslow, J. S.","Martin, Thomas",1859-09-11,1859-09-11
"Henslow, J. S.","Martin, Thomas",1859-09-22,1859-09-22
"Henslow, J. S.","Martin, Thomas",1859-11-10,1859-11-10
"Coke, E.","Henslow, J. S.",1859-12-28,1859-12-28
"Henslow, J. S.","Whewell, William",1860-01-17,1860-01-17
"Owen, Richard","Henslow, J. S.",1860-02-02,1860-02-02
"Henslow, J. S.","Sedgwick, Adam",1860-02-07,1860-02-07
"Christy, Henry","Henslow, J. S.",1860-03-08,1860-03-08
"Christy, Henry","Henslow, J. S.",1860-03-08,1860-03-08
"Christy, Henry","Henslow, J. S.",1860-03-08,1860-03-08
"Henslow, J. S.","Whewell, William",1860-03-16,1860-03-16
"Henslow, J. S.","Hooker, J. D.",1860-04-14,1860-04-14
"Henslow, J. S.","Sedgwick, Adam",1860-04-24,1860-04-24
"Henslow, J. S.","Hooker, J. D.",1860-04-27,1860-04-27
"Henslow, J. S.","Sedgwick, Adam",1860-04-30,1860-04-30
"Henslow, J. S.","Hooker, J. D.",1860-05-10,1860-05-10
"Henslow, J. S.","Hooker, J. D.",1860-05-10,1860-05-10
"Longman, William","Henslow, J. S.",1860-07-03,1860-07-03
"Sedgwick, Adam","Henslow, J. S.",1860-08-01,1860-08-01
"Evans, John","Henslow, J. S.",1860-08-26,1860-08-26
"Brodie, Sir B.","Henslow, J. S.",1860-09-20,1860-09-20
"Brodie, Sir B.","Henslow, J. S.",1860-09-20,1860-09-20
"Brodie, Sir B.","Henslow, J. S.",1860-09-20,1860-09-20
"Evans, John","Henslow, J. S.",1860-10-26,1860-10-26
"Evans, John","Henslow, J. S.",1860-10-31,1860-10-31
"Henslow, J. S.","Nihill, Daniell",1861-02-14,1861-02-14
"Henslow, J. S.","Sedgwick, Adam",1861-03-14,1861-03-14
