sender,recipient,date,end date
"Bell, Thomas","Henslow, J. S.",1855-05-04,1855-05-04
"Carpenter, Philip","Henslow, J. S.",1855-07-02,1855-07-02
"Smith, Charles Roach","Henslow, J. S.",1855-08-01,1855-08-01
"Smith, Charles Roach","Henslow, J. S.",1855-12-26,1855-12-26
"Owen, Richard","Henslow, J. S.",1856-02-02,1856-02-02
"Smith, Charles Roach","Henslow, J. S.",1856-03-22,1856-03-22
"Spence, William","Henslow, J. S.",1856-04-25,1856-04-25
"Ducie, Lord","Henslow, J. S.",1856-12-31,1856-12-31
"Ducie, Lord","Henslow, J. S.",1856-12-31,1856-12-31
"Ducie, Lord","Henslow, J. S.",1856-12-31,1856-12-31
"Spence, William","Henslow, J. S.",1857-04-27,1857-04-27
"Hohenacker, R. F.","Henslow, J. S.",1857-07-03,1857-07-03
"Longman, Thomas","Henslow, J. S.",1857-08-04,1857-08-04
"Longman, Thomas","Henslow, J. S.",1857-08-11,1857-08-11
"Longman, Thomas","Henslow, J. S.",1857-08-11,1857-08-11
"Patterson, Robert","Henslow, J. S.",1857-09-12,1857-09-12
"Reeve, Lovell","Henslow, J. S.",1857-09-19,1857-09-19
"Philpott, Henry","Henslow, J. S.",1858-02-15,1858-02-15
"Philpott, Henry","Henslow, J. S.",1858-02-15,1858-02-15
"Philpott, Henry","Henslow, J. S.",1858-02-15,1858-02-15
"Philpott, Henry","Henslow, J. S.",1858-02-15,1858-02-15
"Philpott, Henry","Henslow, J. S.",1858-02-15,1858-02-15
"Philpott, Henry","Henslow, J. S.",1858-03-11,1858-03-11
"Philpott, Henry","Henslow, J. S.",1858-03-15,1858-03-15
"Philpott, Henry","Henslow, J. S.",1858-03-15,1858-03-15
"Spence, William","Henslow, J. S.",1858-04-28,1858-04-28
"Spence, William","Henslow, J. S.",1858-04-28,1858-04-28
"Jenyns, Leonard","Henslow, J. S.",1859-06-03,1859-06-03
"Henslow, J. S.","Martin, Thomas",1859-09-22,1859-09-22
"Christy, Henry","Henslow, J. S.",1860-03-08,1860-03-08
"Clark, William","Henslow, J. S.",1860-03-13,1860-03-13
"Henslow, J. S.","Hooker, J. D.",1860-03-14,1860-03-14
"Henslow, J. S.","Hooker, J. D.",1860-04-14,1860-04-14
"Henslow, J. S.","Sedgwick, Adam",1860-04-24,1860-04-24
