sender,recipient,date,end date
"Smith, G. E.","Henslow, J. S.",1830-12-09,1830-12-09
"Vachell, G. H.","Henslow, J. S.",1830-12-26,1830-12-26
"Vachell, G. H.","Henslow, J. S.",1830-12-26,1830-12-26
"Vachell, G. H.","Henslow, J. S.",1831-01-23,1831-01-23
"Vachell, G. H.","Henslow, J. S.",1831-01-23,1831-01-23
"Yarrell, William","Henslow, J. S.",1831-02-08,1831-02-08
"Hooker, William Jackson","Henslow, J. S.",1831-02-14,1831-02-14
"Henslow, J. S.","Wilson, William",1831-04-09,1831-04-09
"Lindley, John","Henslow, J. S.",1831-04-12,1831-04-12
"Henslow, J. S.","Lyell, Charles",1831-06-14,1831-06-14
"Henslow, J. S.","Daubeny, Charles",1831-10-17,1831-10-17
"Lowe, R. T.","Henslow, J. S.",1831-11-15,1831-11-15
"Lyell, Charles","Henslow, J. S.",1832-02-15,1832-02-15
"Whewell, William","Henslow, J. S.",1832-07-30,1832-07-30
"Henslow, J. S.","Dale, J. C.",1834-02-08,1834-02-08
"Henslow, J. S.","Phillips, John",1834-02-10,1834-02-10
"Henslow, J. S.","Phillips, John",1834-02-10,1834-02-10
"Henslow, J. S.","Phillips, John",1834-02-10,1834-02-10
"Henslow, J. S.","Dale, J. C.",1834-03-04,1834-03-04
"Henslow, J. S.","Baxter, William",1834-03-22,1834-03-22
"Henslow, J. S.","Dale, J. C.",1834-04-12,1834-04-12
"Henslow, J. S.","Dale, J. C.",1834-11-27,1834-11-27
"Buckland, William","Henslow, J. S.",1835-12-13,1835-12-13
"Audubon, J. J.","Henslow, J. S.",1836-02-02,1836-02-02
"Lardner, D.","Henslow, J. S.",1836-03-05,1836-03-05
"Henslow, J. S.","Phillips, John",1836-08-08,1836-08-08
"Henslow, J. S.","Phillips, John",1836-08-08,1836-08-08
"Henslow, J. S.","Baxter, William",1837-06-06,1837-06-06
"Henslow, J. S.","Jardine, William",1838-03-23,1838-03-23
"Brougham, W.","Henslow, J. S.",1838-11-10,1838-11-10
"Henslow, J. S.","Lindley, John",1839-01-17,1839-01-17
"Henry, Joseph","Henslow, J. S.",1839-12-02,1839-12-02
"Henslow, J. S.","Hutton, William",1840-06-25,1840-06-25
"Jenyns, Leonard","Henslow, J. S.",1840-07-01,1840-07-01
"Henslow, J. S.",Unknown,1840-07-18,1840-07-18
"Powell, Baden","Henslow, J. S.",1842-10-16,1842-10-16
"Henslow, J. S.","Whewell, William",1845-02-06,1845-02-06
"Way, Albert","Henslow, J. S.",1845-07-02,1845-07-02
"Horner Lyell, Mary","Henslow, J. S.",1846-01-15,1846-01-15
"Henslow, J. S.","Hooker, J. D.",1846-02-28,1846-02-28
"Henslow, J. S. ","Hooker, William Jackson",1846-11-20,1846-11-20
"Lefevre, John Shaw","Henslow, J. S.",1847-07-26,1847-07-26
"Whewell, William","Henslow, J. S.",1849-03-19,1849-03-19
"Jenyns, Leonard","Henslow, J. S.",1849-09-24,1849-09-24
"Sedgwick, Adam","Henslow, J. S.",1849-12-23,1849-12-23
"Sedgwick, Adam","Henslow, J. S.",1850-07-02,1850-07-02
"Sedgwick, Adam","Henslow, J. S.",1850-07-02,1850-07-02
"Romilly, Joseph","Henslow, J. S.",1850-08-29,1850-08-29
"Phillips, John","Henslow, J. S.",1851-06-06,1851-06-06
"Bowerbank, James Scott","Henslow, J. S.",1852-02-03,1852-02-03
"Moseley, Henry","Henslow, J. S.",1852-02-16,1852-02-16
"Moseley, Henry","Henslow, J. S.",1852-02-21,1852-02-21
"Horner, Leonard","Henslow, J. S.",1852-08-08,1852-08-08
"Moseley, Henry","Henslow, J. S.",1852-09-23,1852-09-23
"Bowerbank, James Scott","Henslow, J. S.",1852-11-26,1852-11-26
"Henslow, J. S.","Martin, Thomas",1853-04-22,1853-04-22
"Miller, W. H.","Henslow, J. S.",1853-10-25,1853-10-25
"Thirlwall, Connop","Henslow, J. S.",1854-01-15,1854-01-15
"Glaisher, James","Henslow, J. S.",1855-03-28,1855-03-28
"Daubeny, Charles","Henslow, J. S.",1856-01-02,1856-01-02
"Miller, W. H.","Henslow, J. S.",1856-02-28,1856-02-28
"Horner, Leonard","Henslow, J. S.",1856-04-13,1856-04-13
"Sedgwick, Adam","Henslow, J. S.",1856-06-06,1856-06-06
"Jenyns, Leonard","Henslow, J. S.",1856-07-01,1856-07-01
"Belper, Lord","Henslow, J. S.",1856-08-29,1856-08-29
"Henslow, J. S.","Belper, Lord",1856-09-01,1856-09-01
"Bowerbank, James Scott","Henslow, J. S.",1856-09-15,1856-09-15
"Campbell, W.","Henslow, J. S.",1856-10-20,1856-10-20
"Ducie, Lord","Henslow, J. S.",1856-12-31,1856-12-31
"Henslow, J. S.","Martin, Thomas",1857-02-09,1857-02-09
"Stainton, H. T.","Henslow, J. S.",1858-01-16,1858-01-16
"Henslow, J. S.","Eyton, Thomas Campbell",1858-04-20,1858-04-20
"Sedgwick, Adam","Henslow, J. S.",1858-11-06,1858-11-06
"Carpenter, William B.","Henslow, J. S.",1859-02-11,1859-02-11
"Jenyns, Leonard","Henslow, J. S.",1859-02-17,1859-02-17
"Sedgwick, Adam","Henslow, J. S.",1859-07-12,1859-07-12
"Jenyns, Leonard","Henslow, J. S.",1859-07-27,1859-07-27
"Jenyns, Leonard","Henslow, J. S.",1859-12-31,1859-12-31
"Christy, Henry","Henslow, J. S.",1860-03-08,1860-03-08
"Henslow, J. S.","Hooker, J. D.",1860-03-14,1860-03-14
"Carpenter, William B.","Henslow, J. S.",1860-05-14,1860-05-14
"Jenyns, Leonard","Henslow, J. S.",1860-06-05,1860-06-05
"Sedgwick, Adam","Henslow, J. S.",1860-08-01,1860-08-01
