sender,recipient,date,end date
"Ducie, Lord","Henslow, J. S.",1856-12-31,1856-12-31
"Ducie, Lord","Henslow, J. S.",1856-12-31,1856-12-31
"Playfair, Lyon","Henslow, J. S.",1857-04-15,1857-04-15
"Hohenacker, R. F.","Henslow, J. S.",1857-07-03,1857-07-03
"Sedgwick, Adam","Henslow, J. S.",1858-11-06,1858-11-06
"Jenyns, Leonard","Henslow, J. S.",1859-02-17,1859-02-17
"Miller, W. H.","Henslow, J. S.",1859-04-09,1859-04-09
"Miller, W. H.","Henslow, J. S.",1859-04-09,1859-04-09
"Henslow, J. S.",Unknown,1859-07-16,1859-07-16
"Jenyns, Leonard","Henslow, J. S.",1859-12-31,1859-12-31
"Evans, John","Henslow, J. S.",1860-02-10,1860-02-10
