sender,recipient,date,end date
"Palmerston, Lord","Henslow, J. S.",1826-05-17,1826-05-17
"Palmerston, Lord","Henslow, J. S.",1826-05-22,1826-05-22
"Ratliff, W.","Henslow, J. S.",1826-05-30,1826-05-30
"Palmerston, Lord","Henslow, J. S.",1826-05-30,1826-05-30
"Palmerston, Lord","Henslow, J. S.",1826-05-30,1826-05-30
"Petts, J.","Henslow, J. S.",1826-05-30,1826-05-30
"Petts, J.","Henslow, J. S.",1826-05-30,1826-05-30
"Rance, M.","Henslow, J. S.",1826-05-30,1826-05-30
"Rance, M.","Henslow, J. S.",1826-05-30,1826-05-30
"Palmerston, Lord ","Henslow, J. S.",1826-05-31,1826-05-31
"Edwards, O. H.","Henslow, J. S.",1826-05-31,1826-05-31
"Petts, J.","Henslow, J. S.",1826-06-02,1826-06-02
"Palmerston, Lord","Henslow, J. S.",1826-06-03,1826-06-03
"Palmerston, Lord","Henslow, J. S.",1826-06-03,1826-06-03
"Russell, Whitworth","Henslow, J. S.",1826-06-04,1826-06-04
"Russell, Whitworth","Henslow, J. S.",1826-06-04,1826-06-04
"Palmerston, Lord","Henslow, J. S.",1826-06-06,1826-06-06
"Palmerston, Lord","Henslow, J. S.",1826-06-07,1826-06-07
"Palmerston, Lord","Henslow, J. S.",1826-06-07,1826-06-07
"Palmerston, Lord","Henslow, J. S.",1826-06-09,1826-06-09
"Sulivan, L.","Henslow, J. S.",1826-06-09,1826-06-09
"Burch, J.","Henslow, J. S.",1826-06-10,1826-06-10
"Brand, J.","Henslow, J. S.",1826-06-16,1826-06-16
"Brand, J.","Henslow, J. S.",1826-06-16,1826-06-16
"Herschel, Sir J. F. W.","Henslow, J. S.",1826-07-02,1826-07-02
"Palmerston, Lord","Henslow, J. S.",1826-07-02,1826-07-02
"Herschel, Sir J. F. W.","Henslow, J. S.",1826-07-02,1826-07-02
"Henslow, J. S.","Jenyns, Leonard",1826-10-04,1826-10-04
"Lowe, R. T.","Henslow, J. S.",1829-05-06,1829-05-06
"Dalton, Revd James","Henslow, J. S.",1831-04-12,1831-04-12
"Green, Charles","Henslow, J. S.",1831-08-13,1831-08-13
"Ramsay, E. B.","Henslow, J. S.",1831-08-16,1831-08-16
"Green, Charles","Henslow, J. S.",1831-12-13,1831-12-13
"Ansted, David Thomas","Henslow, J. S.",1839-12-19,1839-12-19
"Henslow, J. S.","Hutton, William",1839-12-22,1839-12-22
"Horner, Leonard","Henslow, J. S.",1850-08-16,1850-08-16
"Horner, Leonard","Henslow, J. S.",1851-05-10,1851-05-10
"Horner, Leonard","Henslow, J. S.",1857-05-10,1857-05-10
"Lancester, Edwin","Henslow, J. S.",1858-11-17,1858-11-17
"Owen, Richard","Henslow, J. S.",1859-11-30,1859-11-30
