sender,recipient,date,end date
"Prestwich, Joseph","Henslow, J. S.",1858-09-03,1858-09-03
"Dilke, C. W.","Henslow, J. S.",1859-08-15,1859-08-15
"Jenyns, Leonard","Henslow, J. S.",1859-11-21,1859-11-21
"Jenyns, Leonard","Henslow, J. S.",1859-12-31,1859-12-31
"Henslow, J. S.","Jenyns, Leonard",1860-01-26,1860-01-26
"Henslow, J. S.","Hooker, J. D.",1860-04-14,1860-04-14
"Henslow, J. S.","Hooker, J. D.",1860-04-14,1860-04-14
"Henslow, J. S.","Hooker, J. D.",1860-04-14,1860-04-14
"Henslow, J. S.","Sedgwick, Adam",1860-04-24,1860-04-24
"Henslow, J. S.","Sedgwick, Adam",1860-04-24,1860-04-24
"Henslow, J. S.","Sedgwick, Adam",1860-04-24,1860-04-24
"Henslow, J. S.","Hooker, J. D.",1860-05-05,1860-05-05
"Elphinstone, H.","Henslow, J. S.",1860-10-30,1860-10-30
"Henslow, J. S.","Macmillan's Magazine, Editor",1861-01-16,1861-01-16
"Henslow, J. S.","Nihill, Daniell",1861-02-14,1861-02-14
"Henslow, J. S.","Nihill, Daniell",1861-02-14,1861-02-14
