sender,recipient,date,end date
"Herbert, William","Henslow, J. S.",1839-04-05,1839-04-05
"Herbert, William","Henslow, J. S.",1839-04-05,1839-04-05
"Herbert, William","Henslow, J. S.",1839-04-05,1839-04-05
"Herbert, William","Henslow, J. S.",1839-04-05,1839-04-05
"Herbert, William","Henslow, J. S.",1839-04-05,1839-04-05
"Herbert, William","Henslow, J. S.",1839-04-05,1839-04-05
"Herbert, William","Henslow, J. S.",1839-04-05,1839-04-05
"Herbert, William","Henslow, J. S.",1839-04-05,1839-04-05
"Herbert, William","Henslow, J. S.",1839-04-05,1839-04-05
"Jenyns, Leonard","Henslow, J. S.",1839-07-02,1839-07-02
"Henry, Joseph","Henslow, J. S.",1839-12-02,1839-12-02
"Bowman, J. E.","Henslow, J. S.",1839-12-09,1839-12-09
"Henslow, J. S.","Hutton, William",1839-12-22,1839-12-22
"Henslow, J. S.","Hutton, William",1840-01-30,1840-01-30
"Henslow, J. S.","Hutton, William",1840-06-25,1840-06-25
"Henslow, J. S.",Unknown,1840-07-15,1840-07-15
"Brown, Robert","Henslow, J. S.",1840-08-10,1840-08-10
"Bowman, J. E.","Henslow, J. S.",1841-03-01,1841-03-01
"Bowman, J. E.","Henslow, J. S.",1841-03-01,1841-03-01
"Bowman, J. E.","Henslow, J. S.",1841-03-01,1841-03-01
"Henslow, J. S.","Sedgwick, Adam",1841-10-05,1841-10-05
"Henry, Joseph","Henslow, J. S.",1842-07-05,1842-07-05
"Henry, Joseph","Henslow, J. S.",1842-07-05,1842-07-05
"Jenyns, Leonard","Henslow, J. S.",1842-09-25,1842-09-25
"Jenyns, Leonard","Henslow, J. S.",1842-09-25,1842-09-25
"Smith, Charles Roach","Henslow, J. S.",1844-07-10,1844-07-10
"Bunbury, Sir H.","Henslow, J. S.",1844-10-09,1844-10-09
"Morton, John Chalmers","Henslow, J. S.",1844-10-15,1844-10-15
"Way, Albert","Henslow, J. S.",1845-07-02,1845-07-02
"Henslow, J. S.",Unknown,1847-02-06,1847-02-06
"Henslow, J. S.","Jenyns, Leonard",1849-08-22,1849-08-22
"Henslow, J. S.","Jenyns, Leonard",1849-08-22,1849-08-22
"Henslow, J. S.","Henslow, Ann",1849-09-11,1849-09-11
"Henslow, J. S.","Hill, Rowland",1850-02-23,1850-02-23
"Spence, William","Henslow, J. S.",1850-03-19,1850-03-19
"Sedgwick, Adam","Henslow, J. S.",1850-07-02,1850-07-02
"Moseley, Henry","Henslow, J. S.",1852-02-16,1852-02-16
"Clark, William","Henslow, J. S.",1852-03-14,1852-03-14
"Wallich, Nathaniel","Henslow, J. S.",1852-11-08,1852-11-08
"Johnston, George","Henslow, J. S.",1853-08-11,1853-08-11
"Johnston, George","Henslow, J. S.",1853-08-11,1853-08-11
"Henslow, J. S.","Martin, Thomas",1854-08-02,1854-08-02
"Horner, Leonard","Henslow, J. S.",1854-11-28,1854-11-28
"Prestwich, Joseph","Henslow, J. S.",1855-06-27,1855-06-27
"Prestwich, Joseph","Henslow, J. S.",1855-07-02,1855-07-02
"Smith, Charles Roach","Henslow, J. S.",1856-03-22,1856-03-22
"Carpenter, William B.","Henslow, J. S.",1856-04-06,1856-04-06
"Carpenter, William B.","Henslow, J. S.",1856-04-06,1856-04-06
"Carpenter, William B.","Henslow, J. S.",1856-04-15,1856-04-15
"Belper, Emily","Henslow, J. S.",1856-10-08,1856-10-08
"Bowerbank, James Scott","Henslow, J. S.",1856-10-14,1856-10-14
"Carpenter, William B.","Henslow, J. S.",1856-11-13,1856-11-13
"Horner, Leonard","Henslow, J. S.",1856-11-15,1856-11-15
"Ducie, Lord","Henslow, J. S.",1856-12-31,1856-12-31
"Jenyns, Leonard","Henslow, J. S.",1857-08-04,1857-08-04
"Henslow, J. S.",Unknown,1859-07-16,1859-07-16
"Carpenter, William B.","Henslow, J. S.",1859-08-03,1859-08-03
"Coke, E.","Henslow, J. S.",1859-12-28,1859-12-28
"Carpenter, William B.","Henslow, J. S.",1860-02-29,1860-02-29
"Henslow, J. S.","Hooker, J. D.",1860-04-27,1860-04-27
"Longman, William","Henslow, J. S.",1860-07-03,1860-07-03
"Longman, William","Henslow, J. S.",1860-07-03,1860-07-03
"Elphinstone, H.","Henslow, J. S.",1860-10-30,1860-10-30
