sender,recipient,date,end date
"Buckland, William","Henslow, J. S.",1833-08-08,1833-08-08
"Daubeny, Charles","Henslow, J. S.",1834-01-18,1834-01-18
"Henslow, J. S.","Phillips, John",1834-08-20,1834-08-20
"Henslow, J. S.","Phillips, John",1834-08-20,1834-08-20
"Birkbeck, George","Henslow, J. S.",1835-05-13,1835-05-13
"Lardner, D.","Henslow, J. S.",1836-03-05,1836-03-05
"Howell, Robert","Henslow, J. S.",1836-04-08,1836-04-08
"Talbot, William Henry Fox","Henslow, J. S.",1837-02-21,1837-02-21
"Henslow, J. S.","Baxter, William",1837-06-06,1837-06-06
"Allen (Bishop of Ely), Joseph","Henslow, J. S.",1837-07-06,1837-07-06
"Henslow, J. S.","Sedgwick, Adam",1839-12-13,1839-12-13
"Lumholtz, Ettwin","Henslow, J. S.",1840-10-17,1840-10-17
"Clark, William","Henslow, J. S.",1841-05-22,1841-05-22
"Latham, R. G.","Henslow, J. S.",1842-09-21,1842-09-21
"Sharpe, W.","Henslow, J. S.",1842-09-23,1842-09-23
"Powell, Baden","Henslow, J. S.",1842-10-16,1842-10-16
"Henry, Joseph","Henslow, J. S.",1844-04-27,1844-04-27
"Morton, John Chalmers","Henslow, J. S.",1844-10-15,1844-10-15
"Charlesworth, Edward","Henslow, J. S.",1844-12-27,1844-12-27
"Coleman, Henry","Henslow, J. S.",1846-02-12,1846-02-12
"Coleman, Henry","Henslow, J. S.",1846-06-26,1846-06-26
"Parker, Charles","Henslow, J. S.",1846-12-01,1846-12-01
"Lefevre, John Shaw","Henslow, J. S.",1847-07-26,1847-07-26
"Spence, William","Henslow, J. S.",1847-08-18,1847-08-18
"Wedgwood, Hensleigh","Henslow, J. S.",1848-01-01,1848-01-01
"Henslow, J. S.","Yates, James",1848-02-17,1848-02-17
"Cumming, Joseph George","Henslow, J. S.",1848-05-10,1848-05-10
"Phillips, John","Henslow, J. S.",1849-04-17,1849-04-17
"Pollock, Algernon","Henslow, J. S.",1850-02-13,1850-02-13
"Romilly, Joseph","Henslow, J. S.",1850-04-08,1850-04-08
"Sedgwick, Adam","Henslow, J. S.",1850-07-02,1850-07-02
"Horner, Leonard","Henslow, J. S.",1850-08-16,1850-08-16
"Romilly, Joseph","Henslow, J. S.",1850-08-29,1850-08-29
"Forbes, Edward","Henslow, J. S.",1851-05-06,1851-05-06
"Horner, Leonard","Henslow, J. S.",1851-05-10,1851-05-10
"Moseley, Henry","Henslow, J. S.",1852-02-16,1852-02-16
"Moseley, Henry","Henslow, J. S.",1852-02-19,1852-02-19
"Moseley, Henry","Henslow, J. S.",1852-02-21,1852-02-21
"Clark, William","Henslow, J. S.",1852-03-14,1852-03-14
"Lindley, John","Henslow, J. S.",1852-12-31,1852-12-31
"Lindley, John","Henslow, J. S.",1852-12-31,1852-12-31
"Miller, W. H.","Henslow, J. S.",1853-03-19,1853-03-19
"Miller, W. H.","Henslow, J. S.",1853-10-25,1853-10-25
"Yates, James","Henslow, J. S.",1854-11-09,1854-11-09
"Henslow, J. S.",Lester,1855-06-25,1855-06-25
"Selwyn, William","Henslow, J. S.",1855-07-02,1855-07-02
"Phillips, John","Henslow, J. S.",1855-07-07,1855-07-07
"Clark, William","Henslow, J. S.",1856-02-16,1856-02-16
"Miller, W. H.","Henslow, J. S.",1856-02-28,1856-02-28
"Carpenter, William B.","Henslow, J. S.",1856-04-18,1856-04-18
"Spence, William","Henslow, J. S.",1856-09-11,1856-09-11
"Poole, E. S.","Henslow, J. S.",1857-04-20,1857-04-20
"Horner, Leonard","Henslow, J. S.",1857-05-10,1857-05-10
"Bunbury, E. H.","Henslow, J. S.",1857-07-10,1857-07-10
"Longman, Thomas","Henslow, J. S.",1857-08-11,1857-08-11
"Patterson, Robert","Henslow, J. S.",1857-09-12,1857-09-12
"Reeve, Lovell","Henslow, J. S.",1857-09-19,1857-09-19
"Ellis, William","Henslow, J. S.",1859-01-15,1859-01-15
"Miller, W. H.","Henslow, J. S.",1859-04-09,1859-04-09
"Charlesworth, Edward","Henslow, J. S.",1859-07-21,1859-07-21
"Clark, William","Henslow, J. S.",1860-03-13,1860-03-13
"Henslow, J. S.","Sedgwick, Adam",1860-04-30,1860-04-30
"Evans, John","Henslow, J. S.",1860-07-11,1860-07-11
"Henslow, J. S.","Sedgwick, Adam",1861-03-14,1861-03-14
