sender,recipient,date,end date
"Henslow, J. S.","Jenyns, Leonard",1851-11-15,1851-11-15
"Clark, William","Henslow, J. S.",1852-03-14,1852-03-14
"Lindley, John","Henslow, J. S.",1852-12-31,1852-12-31
" Wood, Searles Valentine","Henslow, J. S.",1853-12-06,1853-12-06
"Dawes, Richard","Henslow, J. S.",1853-12-31,1853-12-31
"Henslow, J. S.","Whewell, William",1854-03-05,1854-03-05
"Cumming, Joseph George","Henslow, J. S.",1854-08-24,1854-08-24
"Carpenter, P. P.","Henslow, J. S.",1854-11-06,1854-11-06
"Henslow, J. S.","Yates, James",1854-11-29,1854-11-29
"Henslow, J. S.","Airy, George Biddell",1854-12-03,1854-12-03
"Henslow, J. S.",Unknown,1855-05-14,1855-05-14
"Carpenter, Philip","Henslow, J. S.",1855-07-02,1855-07-02
"Prestwich, Joseph","Henslow, J. S.",1855-07-02,1855-07-02
"Maund, Benjamin","Henslow, J. S.",1856-01-31,1856-01-31
"Hall, S. C.","Henslow, J. S.",1856-02-02,1856-02-02
"Phillips, John","Henslow, J. S.",1856-03-14,1856-03-14
"Belper, Lord","Henslow, J. S.",1856-08-29,1856-08-29
"Carpenter, William B.","Henslow, J. S.",1856-11-13,1856-11-13
"Ducie, Lord","Henslow, J. S.",1856-12-31,1856-12-31
"Ducie, Lord","Henslow, J. S.",1856-12-31,1856-12-31
"Playfair, Lyon","Henslow, J. S.",1857-04-15,1857-04-15
"Jenyns, Leonard","Henslow, J. S.",1857-07-02,1857-07-02
"Hohenacker, R. F.","Henslow, J. S.",1857-07-03,1857-07-03
"Sedgwick, Adam","Henslow, J. S.",1858-11-06,1858-11-06
"Jenyns, Leonard","Henslow, J. S.",1859-02-17,1859-02-17
"Miller, W. H.","Henslow, J. S.",1859-04-09,1859-04-09
"Henslow, J. S.",Unknown,1859-07-16,1859-07-16
"Jenyns, Leonard","Henslow, J. S.",1859-12-31,1859-12-31
"Evans, John","Henslow, J. S.",1860-02-10,1860-02-10
"Jenyns, Leonard","Henslow, J. S.",1860-03-16,1860-03-16
"Jenyns, Leonard","Henslow, J. S.",1860-07-18,1860-07-18
